code_zone_geo;zone_geographique;annee;code_indicateur;indicateur;code_type_pers;type_de_personnel;code_taille;taille_d_entreprise;secret;non_disponible;etat_des_donnees;valeur
95;Provence-Alpes-Côte d'Azur + Corse;2012;pers;Effectifs de R&D;0;Tous types de personnel;3;De 500 à 1000 salariés;non;non;définitif;1616.26
95;Provence-Alpes-Côte d'Azur + Corse;2012;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;697.95
95;Provence-Alpes-Côte d'Azur + Corse;2012;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;définitif;1867.08
95;Provence-Alpes-Côte d'Azur + Corse;2012;pers;Effectifs de R&D;2;Soutien à la recherche;3;De 500 à 1000 salariés;non;non;définitif;587.02
21;Champagne-Ardenne;2003;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;47.87
21;Champagne-Ardenne;2003;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;88.46
21;Champagne-Ardenne;2003;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;1146.28
21;Champagne-Ardenne;2007;pers;Effectifs de R&D;2;Soutien à la recherche;2;De 250 à 500 salariés;non;non;définitif;63.59
21;Champagne-Ardenne;2008;pers;Effectifs de R&D;2;Soutien à la recherche;2;De 250 à 500 salariés;non;non;définitif;222.23
21;Champagne-Ardenne;2009;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;940.02
22;Picardie;2010;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;définitif;618.87
22;Picardie;2012;pers;Effectifs de R&D;2;Soutien à la recherche;2;De 250 à 500 salariés;non;non;définitif;393.98
22;Picardie;2012;pers;Effectifs de R&D;2;Soutien à la recherche;3;De 500 à 1000 salariés;non;non;définitif;614.81
07;Régions d'outre-mer;2010;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;61.49
07;Régions d'outre-mer;2013;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;semi-définitif;296.39
100;France;2003;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;oui;définitif;
100;France;2003;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;92609.59
100;France;2005;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;14887.74
100;France;2007;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;16075.72
11;Île-de-France;2004;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;704.77
11;Île-de-France;2007;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;86628.13
11;Île-de-France;2007;pers;Effectifs de R&D;0;Tous types de personnel;3;De 500 à 1000 salariés;non;non;définitif;6180.79
11;Île-de-France;2007;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;35879.64
07;Régions d'outre-mer;2001;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;68.89
07;Régions d'outre-mer;2005;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;9.2
07;Régions d'outre-mer;2006;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;oui;non;définitif;
07;Régions d'outre-mer;2006;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;oui;non;définitif;
07;Régions d'outre-mer;2006;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;8.41
07;Régions d'outre-mer;2006;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;oui;non;définitif;
100;France;2006;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;113520.8
100;France;2011;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;6489.35
11;Île-de-France;2001;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;9797.63
11;Île-de-France;2003;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;986.7
11;Île-de-France;2008;pers;Effectifs de R&D;2;Soutien à la recherche;3;De 500 à 1000 salariés;non;non;définitif;2186.74
11;Île-de-France;2010;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;non;non;définitif;54517.47
11;Île-de-France;2011;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;18407.09
54;Poitou-Charentes;2006;pers;Effectifs de R&D;2;Soutien à la recherche;4;Plus de 1000 salariés;non;non;définitif;299.28
54;Poitou-Charentes;2008;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;définitif;483.65
72;Aquitaine;2003;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;800.4
72;Aquitaine;2004;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;859.8
72;Aquitaine;2004;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;3110.96
72;Aquitaine;2005;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;575.52
72;Aquitaine;2006;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;252.8
72;Aquitaine;2007;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;1613.77
72;Aquitaine;2010;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;2405.12
72;Aquitaine;2010;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;3375.42
72;Aquitaine;2011;pers;Effectifs de R&D;0;Tous types de personnel;3;De 500 à 1000 salariés;non;non;définitif;567.82
72;Aquitaine;2013;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;semi-définitif;4702.24
72;Aquitaine;2013;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;semi-définitif;2634.37
73;Midi-Pyrénées;2006;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;1633.8
73;Midi-Pyrénées;2007;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;226.23
73;Midi-Pyrénées;2010;pers;Effectifs de R&D;2;Soutien à la recherche;4;Plus de 1000 salariés;non;non;définitif;2530.22
73;Midi-Pyrénées;2011;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;3576.11
73;Midi-Pyrénées;2011;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;1595.62
73;Midi-Pyrénées;2012;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;343.14
73;Midi-Pyrénées;2012;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;19208.83
73;Midi-Pyrénées;2012;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;1454.06
73;Midi-Pyrénées;2013;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;semi-définitif;1356.27
74;Limousin;2003;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;74.52
74;Limousin;2003;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;48.14
74;Limousin;2008;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;805.08
74;Limousin;2012;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;569.48
82;Rhône-Alpes;2004;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;12839.55
82;Rhône-Alpes;2007;pers;Effectifs de R&D;0;Tous types de personnel;3;De 500 à 1000 salariés;non;non;définitif;2149.99
82;Rhône-Alpes;2008;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;définitif;4038.29
82;Rhône-Alpes;2009;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;16391.13
82;Rhône-Alpes;2012;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;3292.07
82;Rhône-Alpes;2013;pers;Effectifs de R&D;0;Tous types de personnel;3;De 500 à 1000 salariés;non;non;semi-définitif;2852.31
82;Rhône-Alpes;2013;pers;Effectifs de R&D;2;Soutien à la recherche;2;De 250 à 500 salariés;non;non;semi-définitif;1414.22
83;Auvergne;2005;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;282.48
83;Auvergne;2007;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;1469.92
83;Auvergne;2010;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;définitif;563.79
83;Auvergne;2012;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;94.39
91;Languedoc-Roussillon;2010;pers;Effectifs de R&D;2;Soutien à la recherche;4;Plus de 1000 salariés;non;non;définitif;845.39
91;Languedoc-Roussillon;2012;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;non;non;définitif;1476.24
95;Provence-Alpes-Côte d'Azur + Corse;2007;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;4696.36
95;Provence-Alpes-Côte d'Azur + Corse;2008;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;524.72
95;Provence-Alpes-Côte d'Azur + Corse;2011;pers;Effectifs de R&D;2;Soutien à la recherche;2;De 250 à 500 salariés;non;non;définitif;208.69
23;Haute-Normandie;2008;pers;Effectifs de R&D;2;Soutien à la recherche;3;De 500 à 1000 salariés;non;non;définitif;444.29
23;Haute-Normandie;2009;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;1019.35
23;Haute-Normandie;2009;pers;Effectifs de R&D;0;Tous types de personnel;3;De 500 à 1000 salariés;non;non;définitif;880.62
23;Haute-Normandie;2009;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;non;non;définitif;2251.0
23;Haute-Normandie;2013;pers;Effectifs de R&D;0;Tous types de personnel;3;De 500 à 1000 salariés;non;non;semi-définitif;791.88
24;Centre;2005;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;6676.01
24;Centre;2006;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;non;non;définitif;3172.6
24;Centre;2010;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;2606.73
24;Centre;2013;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;semi-définitif;3318.51
25;Basse-Normandie;2001;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;182.66
25;Basse-Normandie;2003;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;1152.4
25;Basse-Normandie;2005;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;355.65
25;Basse-Normandie;2007;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;369.37
25;Basse-Normandie;2007;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;non;non;définitif;1538.79
25;Basse-Normandie;2012;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;444.05
25;Basse-Normandie;2013;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;semi-définitif;471.64
26;Bourgogne;2002;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;1055.05
26;Bourgogne;2005;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;112.53
26;Bourgogne;2008;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;61.55
26;Bourgogne;2008;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;1630.18
26;Bourgogne;2009;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;733.68
26;Bourgogne;2010;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;121.72
26;Bourgogne;2012;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;1444.93
31;Nord-Pas-de-Calais;2001;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;1190.96
31;Nord-Pas-de-Calais;2003;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;27.56
31;Nord-Pas-de-Calais;2006;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;308.47
31;Nord-Pas-de-Calais;2008;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;276.93
31;Nord-Pas-de-Calais;2013;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;semi-définitif;243.84
41;Lorraine;2003;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;24.26
41;Lorraine;2003;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;2723.66
41;Lorraine;2006;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;42.39
41;Lorraine;2007;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;3385.68
41;Lorraine;2009;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;1548.21
41;Lorraine;2013;pers;Effectifs de R&D;0;Tous types de personnel;3;De 500 à 1000 salariés;non;non;semi-définitif;489.32
41;Lorraine;2013;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;semi-définitif;127.09
42;Alsace;2003;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;382.9
42;Alsace;2004;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;397.39
42;Alsace;2005;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;125.18
42;Alsace;2008;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;19.65
42;Alsace;2008;pers;Effectifs de R&D;0;Tous types de personnel;3;De 500 à 1000 salariés;non;non;définitif;192.03
42;Alsace;2008;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;79.22
42;Alsace;2008;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;définitif;842.75
42;Alsace;2009;pers;Effectifs de R&D;2;Soutien à la recherche;2;De 250 à 500 salariés;non;non;définitif;405.17
42;Alsace;2010;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;115.78
42;Alsace;2010;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;1051.84
42;Alsace;2012;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;536.2
42;Alsace;2012;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;1141.69
43;Franche-Comté;2003;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;4723.5
43;Franche-Comté;2003;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;1583.78
43;Franche-Comté;2005;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;177.14
43;Franche-Comté;2006;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;définitif;466.67
43;Franche-Comté;2008;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;44.06
43;Franche-Comté;2010;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;37.21
43;Franche-Comté;2013;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;non;non;semi-définitif;4223.2
52;Pays de la Loire;2001;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;3472.5
52;Pays de la Loire;2003;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;451.48
52;Pays de la Loire;2005;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;154.21
52;Pays de la Loire;2006;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;107.55
52;Pays de la Loire;2006;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;1308.02
52;Pays de la Loire;2006;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;513.7
52;Pays de la Loire;2007;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;518.96
52;Pays de la Loire;2007;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;3576.22
52;Pays de la Loire;2008;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;2936.75
52;Pays de la Loire;2009;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;104.46
52;Pays de la Loire;2009;pers;Effectifs de R&D;0;Tous types de personnel;3;De 500 à 1000 salariés;non;non;définitif;967.78
52;Pays de la Loire;2010;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;2107.24
52;Pays de la Loire;2011;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;129.42
52;Pays de la Loire;2011;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;8431.04
52;Pays de la Loire;2012;pers;Effectifs de R&D;0;Tous types de personnel;3;De 500 à 1000 salariés;non;non;définitif;1336.02
52;Pays de la Loire;2013;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;semi-définitif;279.41
53;Bretagne;2001;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;629.5
53;Bretagne;2005;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;829.56
53;Bretagne;2006;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;418.33
53;Bretagne;2008;pers;Effectifs de R&D;2;Soutien à la recherche;4;Plus de 1000 salariés;non;non;définitif;1291.68
53;Bretagne;2009;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;64.35
53;Bretagne;2011;pers;Effectifs de R&D;2;Soutien à la recherche;2;De 250 à 500 salariés;non;non;définitif;351.86
53;Bretagne;2012;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;6748.11
53;Bretagne;2013;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;semi-définitif;1087.93
54;Poitou-Charentes;2004;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;20.69
91;Languedoc-Roussillon;2005;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;oui;non;définitif;
91;Languedoc-Roussillon;2006;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;définitif;822.52
91;Languedoc-Roussillon;2007;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;523.26
91;Languedoc-Roussillon;2007;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;26.3
91;Languedoc-Roussillon;2011;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;2387.76
91;Languedoc-Roussillon;2013;pers;Effectifs de R&D;2;Soutien à la recherche;3;De 500 à 1000 salariés;non;non;semi-définitif;119.03
95;Provence-Alpes-Côte d'Azur + Corse;2003;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;76.07
95;Provence-Alpes-Côte d'Azur + Corse;2005;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;820.76
95;Provence-Alpes-Côte d'Azur + Corse;2007;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;1513.31
95;Provence-Alpes-Côte d'Azur + Corse;2013;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;semi-définitif;812.27
11;Île-de-France;2013;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;semi-définitif;71101.58
11;Île-de-France;2013;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;semi-définitif;5371.68
11;Île-de-France;2013;pers;Effectifs de R&D;2;Soutien à la recherche;4;Plus de 1000 salariés;non;non;semi-définitif;16869.2
21;Champagne-Ardenne;2002;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;1701.38
22;Picardie;2003;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;3875.13
22;Picardie;2006;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;731.94
22;Picardie;2006;pers;Effectifs de R&D;0;Tous types de personnel;3;De 500 à 1000 salariés;non;non;définitif;1062.14
22;Picardie;2006;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;2192.82
22;Picardie;2007;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;2043.3
22;Picardie;2009;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;617.54
23;Haute-Normandie;2004;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;273.05
72;Aquitaine;2012;pers;Effectifs de R&D;2;Soutien à la recherche;2;De 250 à 500 salariés;non;non;définitif;277.54
72;Aquitaine;2013;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;semi-définitif;65.96
72;Aquitaine;2006;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;3324.73
72;Aquitaine;2008;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;3591.81
72;Aquitaine;2010;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;définitif;945.25
73;Midi-Pyrénées;2004;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;1793.43
73;Midi-Pyrénées;2008;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;11413.23
21;Champagne-Ardenne;2004;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;56.2
21;Champagne-Ardenne;2010;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;936.19
21;Champagne-Ardenne;2013;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;non;non;semi-définitif;71.02
21;Champagne-Ardenne;2013;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;semi-définitif;265.1
22;Picardie;2004;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;674.98
22;Picardie;2005;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;3497.34
22;Picardie;2005;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;1707.13
22;Picardie;2008;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;non;non;définitif;1537.95
22;Picardie;2011;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;322.27
22;Picardie;2013;pers;Effectifs de R&D;2;Soutien à la recherche;2;De 250 à 500 salariés;non;non;semi-définitif;514.6
23;Haute-Normandie;2005;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;70.77
23;Haute-Normandie;2006;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;450.09
23;Haute-Normandie;2007;pers;Effectifs de R&D;0;Tous types de personnel;3;De 500 à 1000 salariés;non;non;définitif;753.87
07;Régions d'outre-mer;2007;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;oui;non;définitif;
07;Régions d'outre-mer;2007;pers;Effectifs de R&D;2;Soutien à la recherche;4;Plus de 1000 salariés;oui;non;définitif;
07;Régions d'outre-mer;2013;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;semi-définitif;173.87
100;France;2009;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;10517.14
100;France;2010;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;6425.97
100;France;2013;pers;Effectifs de R&D;2;Soutien à la recherche;3;De 500 à 1000 salariés;non;non;semi-définitif;8705.22
11;Île-de-France;2001;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;38082.0
11;Île-de-France;2006;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;80661.55
11;Île-de-France;2008;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;18205.38
11;Île-de-France;2008;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;non;non;définitif;55370.91
11;Île-de-France;2013;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;semi-définitif;1200.32
100;France;2004;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;3830.68
100;France;2006;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;56408.83
100;France;2008;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;35521.89
100;France;2009;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;2074.35
100;France;2011;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;2401.62
100;France;2011;pers;Effectifs de R&D;2;Soutien à la recherche;3;De 500 à 1000 salariés;non;non;définitif;8170.91
100;France;2012;pers;Effectifs de R&D;0;Tous types de personnel;3;De 500 à 1000 salariés;non;non;définitif;23462.95
11;Île-de-France;2003;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;30499.58
11;Île-de-France;2004;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;7239.04
11;Île-de-France;2005;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;1005.96
11;Île-de-France;2009;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;3694.42
11;Île-de-France;2009;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;35403.1
11;Île-de-France;2011;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;2428.22
